method,url_template,classification,verification,query_keys,parameter_expression,source,line,column
POST,/jdy-fi/{dbId}/bs/v1/user-setting-bigvalue,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,74989
POST,/jdy-fi/{dbId}/bs/v1/user-setting/user,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,81334
DELETE,/jdy-fi/{dbId}/bs/v1/vch-group,unknown_or_write,not_probed,,a,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/78.bc509e5d.chunk.js,1,8483
POST,/jdy-fi/{dbId}/bs/v1/vch-group,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/78.bc509e5d.chunk.js,1,802
POST,/jdy-fi/{dbId}/bs/v1/vch-group/move,unknown_or_write,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/78.bc509e5d.chunk.js,1,8006
POST,/jdy-fi/{dbId}/bx/v1/bill/invoice-voucher,unknown_or_write,not_probed,,r,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/30.fd554321.chunk.js,1,58429
PUT,/jdy-fi/{dbId}/bx/v1/voucher-generation/settings,unknown_or_write,not_probed,,a,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/30.fd554321.chunk.js,1,27928
DELETE,/jdy-fi/{dbId}/ca/v1/bank-statement,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1193187
POST,/jdy-fi/{dbId}/ca/v1/bank-statement,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1193276
POST,/jdy-fi/{dbId}/ca/v1/bank-statement/manual-match,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1192910
PUT,/jdy-fi/{dbId}/ca/v1/bank-statement/match-setting,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1192813
PUT,/jdy-fi/{dbId}/ca/v1/bank-statement/{e.id},unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1193360
DELETE,/jdy-fi/{dbId}/ca/v1/business-rule,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,747400
DELETE,/jdy-fi/{dbId}/ca/v1/business-rule/{e.id},unknown_or_write,not_probed,,,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1228046
POST,/jdy-fi/{dbId}/ca/v1/business-rule/{e.id},unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1227858
DELETE,/jdy-fi/{dbId}/ca/v1/cashier-account,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1192010
POST,/jdy-fi/{dbId}/ca/v1/cashier-account,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1191833
POST,/jdy-fi/{dbId}/ca/v1/cashier-account/forbid,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1191918
POST,/jdy-fi/{dbId}/ca/v1/cashier-account/initBankAccount,unknown_or_write,not_probed,,,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1199776
PUT,/jdy-fi/{dbId}/ca/v1/cashier-account/{e.id},unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1191735
POST,/jdy-fi/{dbId}/ca/v1/cashier-report/check-total,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1190864
POST,/jdy-fi/{dbId}/ca/v1/cashier-report/check-total-diff,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1190960
POST,/jdy-fi/{dbId}/ca/v1/cashier-report/income-expend-total,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1191061
POST,/jdy-fi/{dbId}/ca/v1/cashier-unClose,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1191328
PUT,/jdy-fi/{dbId}/ca/v1/exp-type,unknown_or_write,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/53.ed1fd509.chunk.js,1,12493
DELETE,/jdy-fi/{dbId}/ca/v1/journal,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1189869
POST,/jdy-fi/{dbId}/ca/v1/journal,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1189524
POST,/jdy-fi/{dbId}/ca/v1/journal-list,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1189349
POST,/jdy-fi/{dbId}/ca/v1/journal/acct,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1189951
POST,/jdy-fi/{dbId}/ca/v1/journal/cal-opp-account-business-rule,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1199182
POST,/jdy-fi/{dbId}/ca/v1/journal/check-alipay,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1216847
DELETE,/jdy-fi/{dbId}/ca/v1/journal/delSignFile/{e.id},unknown_or_write,not_probed,,,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1199577
POST,/jdy-fi/{dbId}/ca/v1/journal/migrate-account ,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1229159
DELETE,/jdy-fi/{dbId}/ca/v1/journal/receipt/{e.id},unknown_or_write,not_probed,,,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1195974
DELETE,/jdy-fi/{dbId}/ca/v1/journal/{e.id},unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1189773
PUT,/jdy-fi/{dbId}/ca/v1/journal/{e.id},unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1189601
PUT,/jdy-fi/{dbId}/ca/v1/pay-account,unknown_or_write,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/53.ed1fd509.chunk.js,1,18730
DELETE,/jdy-fi/{dbId}/ca/v1/unacct-record,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1193832
POST,/jdy-fi/{dbId}/ca/v1/unacct-record,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1193651
PUT,/jdy-fi/{dbId}/ca/v1/unacct-record/{e.id},unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1193735
POST,/jdy-fi/{dbId}/ca/v1/yqy/bank-receipts,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1196493
POST,/jdy-fi/{dbId}/ca/v1/yqy/setting,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1194180
POST,/jdy-fi/{dbId}/ca/v1/yqy/sign,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1194262
POST,/jdy-fi/{dbId}/ca/v1/yqy/signCheck,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1196250
POST,/jdy-fi/{dbId}/ca/v1/yqy/unSign,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1194341
DELETE,/jdy-fi/{dbId}/fa/v1/card,unknown_or_write,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/12.79f7d856.chunk.js,1,11728
POST,/jdy-fi/{dbId}/fa/v1/card,unknown_or_write,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/12.79f7d856.chunk.js,1,12411
PUT,/jdy-fi/{dbId}/fa/v1/card,unknown_or_write,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/12.79f7d856.chunk.js,1,12634
POST,/jdy-fi/{dbId}/fa/v1/card/clear,unknown_or_write,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/12.79f7d856.chunk.js,1,11801
POST,/jdy-fi/{dbId}/fa/v1/depreciation/vch-setting,unknown_or_write,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/91.642022d1.chunk.js,1,9996
DELETE,/jdy-fi/{dbId}/fa/v1/type,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/93.fc10b9b7.chunk.js,1,20688
POST,/jdy-fi/{dbId}/fa/v1/type,unknown_or_write,not_probed,,r,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/93.fc10b9b7.chunk.js,1,9663
PUT,/jdy-fi/{dbId}/fa/v1/type,unknown_or_write,not_probed,,r,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/93.fc10b9b7.chunk.js,1,10105
DELETE,/jdy-fi/{dbId}/fa/v1/type/{e},unknown_or_write,not_probed,,,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1219666
DELETE,/jdy-fi/{dbId}/fa/v1/type/{t},unknown_or_write,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/93.fc10b9b7.chunk.js,1,18006
POST,/jdy-fi/{dbId}/gl/v1/carry-forward-tax-certified/gen-vch,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,545001
POST,/jdy-fi/{dbId}/gl/v1/current-account,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,543879
PUT,/jdy-fi/{dbId}/gl/v1/file/{e.fileId}/file-rename,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,539769
PUT,/jdy-fi/{dbId}/gl/v1/finance-analyse/sys-param,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/29.262e5625.chunk.js,1,24534
DELETE,/jdy-fi/{dbId}/gl/v1/finance/balance,unknown_or_write,not_probed,,n,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/22.31ba7e7e.chunk.js,1,184636
DELETE,/jdy-fi/{dbId}/gl/v1/finance/balance-item,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/22.31ba7e7e.chunk.js,1,16364
DELETE,/jdy-fi/{dbId}/gl/v1/goods-rule/matched-bill-goods,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,6925
POST,/jdy-fi/{dbId}/gl/v1/goods-rule/matched-bill-goods,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,7120
PUT,/jdy-fi/{dbId}/gl/v1/goods-rule/matched-bill-goods,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,7024
POST,/jdy-fi/{dbId}/gl/v1/goods-rule/matching-bill-goods,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,6731
DELETE,/jdy-fi/{dbId}/gl/v1/item,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/28.ddec54f9.chunk.js,1,3316
POST,/jdy-fi/{dbId}/gl/v1/item,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,416526
POST,/jdy-fi/{dbId}/gl/v1/item-check,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1216592
PUT,/jdy-fi/{dbId}/gl/v1/item/{e.id},unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,416675
PUT,/jdy-fi/{dbId}/gl/v1/item/{o.id},unknown_or_write,not_probed,,o,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/28.ddec54f9.chunk.js,1,15915
POST,/jdy-fi/{dbId}/gl/v1/itemClass,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,79393
PUT,/jdy-fi/{dbId}/gl/v1/itemClass/{a.id},unknown_or_write,not_probed,,a,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/28.ddec54f9.chunk.js,1,7342
PUT,/jdy-fi/{dbId}/gl/v1/period-end-checkitem,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,4008
POST,/jdy-fi/{dbId}/gl/v1/period-end-checkitem/value,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,4202
DELETE,/jdy-fi/{dbId}/gl/v1/period-end-evidbus,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,2532
POST,/jdy-fi/{dbId}/gl/v1/period-end-evidbus,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,3835
PUT,/jdy-fi/{dbId}/gl/v1/period-end-evidbus,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,3751
POST,/jdy-fi/{dbId}/gl/v1/period-end-evidbus/income-tax/gen-vch-detail,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,7867
POST,/jdy-fi/{dbId}/gl/v1/period-end-evidbus/income-tax/tax-free-account,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,7753
POST,/jdy-fi/{dbId}/gl/v1/period-end-evidbus/param-amount,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,3653
PUT,/jdy-fi/{dbId}/gl/v1/period-end/pro-material-req,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,5029
POST,/jdy-fi/{dbId}/gl/v1/period-end/pro-material-req/re-cal,unknown_or_write,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,5121
PUT,/jdy-fi/{dbId}/gl/v1/period-end/sys-param,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,2363
PUT,/jdy-fi/{dbId}/gl/v1/period-end/trans-pl/pl-account-id,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,3368
POST,/jdy-fi/{dbId}/gl/v1/period-end/trans-product-cost,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,5919
DELETE,/jdy-fi/{dbId}/gl/v1/period-end/trans-product-cost/acct-info,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,7318
POST,/jdy-fi/{dbId}/gl/v1/period-end/trans-product-cost/acct-info,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,6328
PUT,/jdy-fi/{dbId}/gl/v1/period-end/trans-sale-cost,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,3077
POST,/jdy-fi/{dbId}/gl/v1/period-end/trans-sale-cost/re-cal,unknown_or_write,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,4552
PUT,/jdy-fi/{dbId}/gl/v1/relateVch,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/27.e640e1d4.chunk.js,1,16432
DELETE,/jdy-fi/{dbId}/gl/v1/voucher,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,540129
POST,/jdy-fi/{dbId}/gl/v1/voucher/arrange-vch,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/27.e640e1d4.chunk.js,1,15663
POST,/jdy-fi/{dbId}/gl/v1/voucher/clear-recycle,unknown_or_write,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/67.cca679d4.chunk.js,1,23056
POST,/jdy-fi/{dbId}/gl/v1/voucher/invalidate-voucher,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,263593
POST,/jdy-fi/{dbId}/gl/v1/voucher/merge,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/27.e640e1d4.chunk.js,1,16195
POST,/jdy-fi/{dbId}/gl/v1/voucher/reverse-voucher/{e.voucherId},unknown_or_write,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,263846
POST,/jdy-fi/{dbId}/gl/v1/voucher/reverse-voucher/{e},unknown_or_write,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/27.e640e1d4.chunk.js,1,14977
POST,"/jdy-fi/{dbId}/gl/v1/voucher/{""1""===t?""audit-batch-voucher-checked"":""audit-batch-voucher-unChecked""}",unknown_or_write,not_probed,,n,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/27.e640e1d4.chunk.js,1,15095
POST,/jdy-fi/{dbId}/gl/v1/voucherTpl,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,262673
PUT,/jdy-fi/{dbId}/gl/v1/voucherTpl,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,262750
DELETE,/jdy-fi/{dbId}/gl/v2/voucher,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,263686
DELETE,/jdy-fi/{dbId}/pay/v1/sheet,unknown_or_write,not_probed,,"{data:e,disableFrontErrorMsg:!0}",https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,948086
POST,/jdy-fi/{dbId}/pay/v1/sheet,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,948013
DELETE,/jdy-fi/{dbId}/pay/v1/sheet-detail,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,948613
POST,/jdy-fi/{dbId}/pay/v1/sheet-detail,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,948453
POST,/jdy-fi/{dbId}/pay/v1/sheet-list,unknown_or_write,verified_business_success,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,947935
POST,/jdy-fi/{dbId}/pay/v1/sheet/calculate,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,948695
POST,/jdy-fi/{dbId}/pay/v1/sheet/genVoucher,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,949970
POST,/jdy-fi/{dbId}/pay/v1/sheet/info,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,949383
POST,/jdy-fi/{dbId}/pay/v1/sheet/statMonthPay,unknown_or_write,verified_business_success,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,951078
DELETE,/jdy-fi/{dbId}/pay/v1/voucherRule,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,748031
POST,/jdy-fi/{dbId}/pay/v1/voucherRule,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,950457
POST,/jdy-fi/{dbId}/pay/v1/voucherRule-list,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,747947
POST,/jdy-fi/{dbId}/pay/v1/voucherRule/clone,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,951165
POST,/jdy-fi/{dbId}/rpt/v1/cashflow/value,unknown_or_write,not_probed,,a,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/40.de9e30e1.chunk.js,1,71787
POST,/jdy-fi/{dbId}/rpt/v1/defineReport-collect,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/33.656a401f.chunk.js,1,819
DELETE,/jdy-fi/{dbId}/rpt/v1/defineReport-mould,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/33.656a401f.chunk.js,1,907
PUT,/jdy-fi/{dbId}/rpt/v1/defineReport-mould,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/46.e5c341f3.chunk.js,1,13388
POST,/jdy-fi/{dbId}/rpt/v1/defineReport/reportItem,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/46.e5c341f3.chunk.js,1,13297
POST,/jdy-fi/{dbId}/rpt/v1/item/profit,unknown_or_write,not_probed,,a,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/57.ae3efad8.chunk.js,1,11035
POST,/jdy-fi/{dbId}/rpt/v1/item/profit/isProfitAndLoss,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/57.ae3efad8.chunk.js,1,9532
POST,/jdy-fi/{dbId}/rpt/v1/payable-tax/formula,unknown_or_write,not_probed,,i,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/43.c48ed256.chunk.js,1,28521
POST,/jdy-fi/{dbId}/rpt/v1/pivot-table,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/9.3a029b51.chunk.js,1,9273
PUT,/jdy-fi/{dbId}/rpt/v1/pivot-table,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/9.3a029b51.chunk.js,1,9352
POST,/jdy-fi/{dbId}/rpt/v1/pivot-table/template/use,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/9.3a029b51.chunk.js,1,9865
POST,/jdy-fi/{dbId}/rpt/v1/profit/formula,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/31.9fd53a13.chunk.js,1,48406
POST,/jdy-fi/{dbId}/rpt/v1/profit/formula/calculate,unknown_or_write,not_probed,,l,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/31.9fd53a13.chunk.js,1,54706
POST,/jdy-fi/{dbId}/rpt/v1/profit/formulaNGO,unknown_or_write,not_probed,,d,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/31.9fd53a13.chunk.js,1,48157
PUT,/jdy-fi/{dbId}/scm/v1/bill/note,unknown_or_write,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/30.fd554321.chunk.js,1,77105
PUT,/jdy-fi/{dbId}/scm/v1/default-account,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,22284
PUT,/jdy-fi/{dbId}/scm/v1/default-account/by-category/{e.accountSourceType},unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,22703
PUT,/jdy-fi/{dbId}/scm/v1/default-account/by-detail/{e.accountSourceType},unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,22826
PUT,/jdy-fi/{dbId}/scm/v1/voucher-generation/settings,unknown_or_write,not_probed,,a,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/30.fd554321.chunk.js,1,31861
POST,/jdy-fi/{dbId}/spread/v1/benchmark,unknown_or_write,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,304594
DELETE,/jdy-fi/{dbId}/spread/v1/del?module={e.module},unknown_or_write,not_probed,module,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1225639
POST,/jdy-fi/{dbId}/spread/v1/scoreCalculation,unknown_or_write,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1217917
POST,/jdy-fi/{dbId}/stock/v1/bill/change,unknown_or_write,not_probed,,"Object(o.a)({odo:!1},r)",https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/37.8faf31ca.chunk.js,1,72439
POST,/jdy-fi/{dbId}/stock/v1/bill/extract,unknown_or_write,not_probed,,"Object(o.a)({odo:!1},a)",https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/37.8faf31ca.chunk.js,1,38215
POST,/jdy-fi/{dbId}/stock/v1/bill/prefer,unknown_or_write,not_probed,,"Object(o.a)({odo:!1},r)",https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/37.8faf31ca.chunk.js,1,39533
POST,/jdy-fi/{dbId}/stock/v1/start,unknown_or_write,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/60.fe39d594.chunk.js,1,8632
